,accuracy,database_address,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
0,ROOFTOP,25 SORRENTO ST,"25 Sorrento St, Providence, RI 02909, USA",ChIJjw7EBoRF5IkR-hSzCkUKSEs,"25 SORRENTO ST Providence, RI",41.8095832,-71.4361284,1,02909,OK,premise
1,ROOFTOP,140 PEMBROKE AVE,"140 Pembroke Ave, Providence, RI 02908, USA",ChIJRZwpnqpF5IkRhlfILzAeFRY,"140 PEMBROKE AVE Providence, RI",41.840455,-71.429947,1,02908,OK,street_address
2,ROOFTOP,284 VEAZIE ST,"284 Veazie St, Providence, RI 02904, USA",ChIJKW0I-1lE5IkRVJOlVIKQGv0,"284 VEAZIE ST Providence, RI",41.8527612,-71.4352888,1,02904,OK,premise
3,ROOFTOP,280 BROAD ST,"280 Broad St, Providence, RI 02907, USA",ChIJp3ddvXFF5IkRhdNhpqmuhqQ,"280 BROAD ST Providence, RI",41.8149722,-71.4202236,1,02907,OK,premise
4,ROOFTOP,51 EATON ST,"51 Eaton St, Providence, RI 02908, USA",ChIJFYH9BABF5IkRHRcggN9WI3s,"51 EATON ST Providence, RI",41.841278,-71.429346,1,02908,OK,street_address
5,GEOMETRIC_CENTER,PEMBROKE AVE & EATON ST,"Queens Rd & Pembroke Ave, Charlotte, NC 28207, USA",ChIJ99cr68GfVogRzq1VGMiQ3LE,"PEMBROKE AVE & EATON ST Providence, RI",35.194477,-80.82796499999999,1,28207,OK,"bus_station,establishment,point_of_interest,transit_station"
6,ROOFTOP,44 EATON ST,"44 Eaton St, Providence, RI 02908, USA",ChIJN7zGEQBF5IkRcOf2ke16W1M,"44 EATON ST Providence, RI",41.8408852,-71.429147,1,02908,OK,premise
7,ROOFTOP,114 JEWETT ST,"114 Jewett St, Providence, RI 02908, USA",ChIJYa65qAVF5IkRVQ5VSQXKIU8,"114 JEWETT ST Providence, RI",41.8326397,-71.4213323,1,02908,OK,premise
8,GEOMETRIC_CENTER,ATWELLS AVE & CUTLER ST,"Atwells Ave, Providence, RI, USA",ChIJ7W1EBqJF5IkRRornUFgoCTQ,"ATWELLS AVE & CUTLER ST Providence, RI",41.8244829,-71.43635979999999,2,,OK,route
9,ROOFTOP,136 KNIGHT ST,"136 Knight St, Providence, RI 02909, USA",ChIJpe563J9F5IkRNqGiBUC2U6s,"136 KNIGHT ST Providence, RI",41.8212266,-71.4304511,1,02909,OK,street_address
10,ROOFTOP,457 DOUGLAS AVE,"457 Douglas Ave, Providence, RI 02908, USA",ChIJT6GLtv9E5IkRFRDbysHfw3Y,"457 DOUGLAS AVE Providence, RI",41.8427852,-71.42741,1,02908,OK,premise
11,ROOFTOP,350 BROAD ST,"350 Broad St, Providence, RI 02907, USA",ChIJLc7O-HBF5IkRewKnHABuUFg,"350 BROAD ST Providence, RI",41.81360840000001,-71.42114889999999,1,02907,OK,street_address
12,RANGE_INTERPOLATED,118 LABIN ST ,"118 Robin St, Providence, RI 02908, USA",EicxMTggUm9iaW4gU3QsIFByb3ZpZGVuY2UsIFJJIDAyOTA4LCBVU0EiGhIYChQKEgk317repUXkiREghSf1xu5BtBB2,"118 LABIN ST  Providence, RI",41.8320902,-71.4364047,1,02908,OK,street_address
13,ROOFTOP,123 BURNETT ST,"123 Burnett St, Providence, RI 02907, USA",ChIJqVWXCIBP5IkRTC946lrUE-A,"123 BURNETT ST Providence, RI",41.8030523,-71.42917109999999,1,02907,OK,premise
14,ROOFTOP,207 DOYLE AVE,"207 Doyle Ave, Providence, RI 02906, USA",ChIJFW_v2thE5IkRoGZPoyRm2CA,"207 DOYLE AVE Providence, RI",41.8386162,-71.3993802,1,02906,OK,premise
15,ROOFTOP,20 NINIGRET AVE,"20 Ninigret Ave, Providence, RI 02907, USA",ChIJE9lB8H1P5IkRtBaCF_8whrE,"20 NINIGRET AVE Providence, RI",41.8039967,-71.43667789999999,1,02907,OK,premise
16,ROOFTOP,87 BYFIELD ST,"87 Byfield St, Providence, RI 02905, USA",ChIJdeqG0_RP5IkRJa-l6eyTkYM,"87 BYFIELD ST Providence, RI",41.7966245,-71.405975,1,02905,OK,premise
17,ROOFTOP,198 RIVER AVE,"198 River Ave, Providence, RI 02908, USA",ChIJB_gReKVF5IkRR6LVgo81kmU,"198 RIVER AVE Providence, RI",41.8331877,-71.4389285,1,02908,OK,premise
18,ROOFTOP,100 DORRANCE ST,"100 Dorrance St, Providence, RI 02903, USA",ChIJUfq5QRRF5IkRnw6mLIySUtc,"100 DORRANCE ST Providence, RI",41.823027,-71.4103477,1,02903,OK,street_address
19,ROOFTOP,270 DOYLE AVE,"270 Doyle Ave, Providence, RI 02906, USA",ChIJjXblsdlE5IkRYEXmvrdGOcI,"270 DOYLE AVE Providence, RI",41.8389901,-71.3964938,1,02906,OK,premise
20,GEOMETRIC_CENTER,WEYBOSSET ST & UNION ST,"Weybosset St, Providence, RI, USA",ChIJv7RgeBRF5IkRbBhJ7p649gA,"WEYBOSSET ST & UNION ST Providence, RI",41.8223275,-71.4117062,7,,OK,route
21,ROOFTOP,283 JASTRAM ST,"283 Jastram St, Providence, RI 02908, USA",ChIJnbuVuLJF5IkR6TJcN0T8Kec,"283 JASTRAM ST Providence, RI",41.8432256,-71.4432125,1,02908,OK,street_address
22,ROOFTOP,90 FLORENCE ST,"90 Florence St, Providence, RI 02909, USA",ChIJIWrq85ZF5IkR4XCkmmjUH-Y,"90 FLORENCE ST Providence, RI",41.8225232,-71.4459514,1,02909,OK,premise
23,ROOFTOP,8 POPLAR ST,"8 Poplar St, Providence, RI 02906, USA",ChIJJQNLyNtE5IkRtK_Fwjekvts,"8 POPLAR ST Providence, RI",41.842382,-71.397847,1,02906,OK,street_address
24,ROOFTOP,254 WASHINGTON ST,"254 Washington St, Providence, RI 02903, USA",ChIJ6wYNrhJF5IkRHwheY1gfFx0,"254 WASHINGTON ST Providence, RI",41.8209869,-71.4172817,1,02903,OK,"establishment,premise"
25,ROOFTOP,890 DOUGLAS AVE,"890 Douglas Ave, Providence, RI 02908, USA",ChIJRUJcplBE5IkRNQnOstBNX54,"890 DOUGLAS AVE Providence, RI",41.852366,-71.4367735,1,02908,OK,street_address
26,ROOFTOP,79 ELMWOOD AVE,"79 Elmwood Ave, Providence, RI 02907, USA",ChIJqSwSj3lF5IkRu04Ma5jNXbQ,"79 ELMWOOD AVE Providence, RI",41.8103466,-71.4244515,1,02907,OK,premise
27,ROOFTOP,29 MASSIE AVE,"29 Massie Ave, Providence, RI 02905, USA",ChIJSSYYp2JF5IkRrX9WxhC1wVg,"29 MASSIE AVE Providence, RI",41.801353,-71.4170473,1,02905,OK,street_address
28,ROOFTOP,UNION ST & WASHINGTON ST,"618 S Union St, Coffeyville, KS 67337, USA",ChIJd_c5JFiEt4cRWQbFdtNVqDs,"UNION ST & WASHINGTON ST Providence, RI",37.0378733,-95.6151737,1,67337,OK,"establishment,food,point_of_interest"
29,ROOFTOP,BROADWAY  & ATWELLS AVE,"1010 S Broadway St, Pittsburg, KS 66762, USA",ChIJk45dBOvCx4cR4PWRQs_laqo,"BROADWAY  & ATWELLS AVE Providence, RI",37.398798,-94.7052262,1,66762,OK,"electronics_store,establishment,point_of_interest,store"
30,APPROXIMATE,WASHINGTON ST & DEAN ST,"Washington, USA",ChIJ-bDD5__lhVQRuvNfbGh4QpQ,"WASHINGTON ST & DEAN ST Providence, RI",47.7510741,-120.7401385,1,,OK,"administrative_area_level_1,political"
31,ROOFTOP,1015 BRANCH AVE,"1015 Branch Ave, Providence, RI 02904, USA",ChIJodO_4VpE5IkRZitFR0NSlZg,"1015 BRANCH AVE Providence, RI",41.8554306,-71.4400708,1,02904,OK,premise
32,ROOFTOP,15 N  DAVIS ST,"15 N Davis St, Providence, RI 02908, USA",ChIJMyj-uRxF5IkREh5V9tGcpnE,"15 N  DAVIS ST Providence, RI",41.835831,-71.4172969,1,02908,OK,premise
33,GEOMETRIC_CENTER,PLAINFIELD ST & POCASSET AVE,"Plainfield St, Rhode Island, USA",ChIJVx9iU1hP5IkRNkxl1cs70kw,"PLAINFIELD ST & POCASSET AVE Providence, RI",41.8067161,-71.4643452,1,,OK,route
34,GEOMETRIC_CENTER,6  & DEAN ST,"Independence, KS 67301, USA",ChIJpS60CuyBt4cRlb0BTmi1VYA,"6  & DEAN ST Providence, RI",37.09024,-95.712891,1,67301,OK,"establishment,lodging,point_of_interest"
35,ROOFTOP,VALLEY ST & RIVER AVE,"14000 US-82, Itta Bena, MS 38941, USA",ChIJ8b_YPHFBKoYRmgMUpKkamFk,"VALLEY ST & RIVER AVE Providence, RI",33.5126982,-90.3416715,1,38941,OK,"establishment,point_of_interest,university"
36,GEOMETRIC_CENTER,DEAN ST & 6 ,"Dean St, Brooklyn, NY, USA",ChIJ1WwNsKJbwokRGOH8-jdl0uw,"DEAN ST & 6  Providence, RI",40.6768827,-73.94984500000001,1,,OK,route
37,ROOFTOP,700 WESTMINSTER ST,"700 Westminster St, Providence, RI 02903, USA",ChIJtQyYYHJF5IkRCtMJqFDst2U,"700 WESTMINSTER ST Providence, RI",41.8182518,-71.4193122,1,02903,OK,premise
38,GEOMETRIC_CENTER,CRANSTON ST & GILMORE ST,"Cranston St, Rhode Island, USA",ChIJCzWG8BRP5IkRQrqv8PG6aMs,"CRANSTON ST & GILMORE ST Providence, RI",41.7909323,-71.4522563,10,,OK,route
39,ROOFTOP,355 BLACKSTONE BLVD,"355 Blackstone Blvd, Providence, RI 02906, USA",ChIJkWfhEzNb5IkR1ymOgo8e_Q0,"355 BLACKSTONE BLVD Providence, RI",41.8462715,-71.38067459999999,1,02906,OK,premise
40,ROOFTOP,252 4TH ST,"252 4th St, Providence, RI 02906, USA",ChIJoQnQP89E5IkRzGePcugRJBQ,"252 4TH ST Providence, RI",41.848835,-71.3926479,1,02906,OK,premise
41,ROOFTOP,585 BLACKSTONE BLVD,"585 Blackstone Blvd, Providence, RI 02906, USA",ChIJy7CeeMpE5IkRbxgfoMxlXjs,"585 BLACKSTONE BLVD Providence, RI",41.853655,-71.38588899999999,1,02906,OK,street_address
42,ROOFTOP,40 STENTON AVE,"40 Stenton Ave, Providence, RI 02906, USA",ChIJjTGzocNE5IkR6djR8ElOGu0,"40 STENTON AVE Providence, RI",41.8492561,-71.4018737,2,02906,OK,premise
43,ROOFTOP,2 MALVERN ST,"2 Malvern St, Providence, RI 02904, USA",ChIJU052TO5E5IkRvBanWERgf6g,"2 MALVERN ST Providence, RI",41.8517533,-71.41619519999999,1,02904,OK,premise
44,ROOFTOP,16 LUKE ST,"16 Luke St, Providence, RI 02904, USA",ChIJ460yUPJE5IkRcy89tJZd7Jc,"16 LUKE ST Providence, RI",41.85649919999999,-71.4204626,1,02904,OK,premise
45,ROOFTOP,331 HAWKINS ST,"331 Hawkins St, Providence, RI 02904, USA",ChIJFwawLvBE5IkRH2__4cY6B0o,"331 HAWKINS ST Providence, RI",41.85155899999999,-71.41845649999999,1,02904,OK,premise
46,ROOFTOP,65 RUSSO ST,"65 Russo St, Providence, RI 02904, USA",ChIJ_VeYCvFE5IkR5Ccof1GCB4k,"65 RUSSO ST Providence, RI",41.8534561,-71.421054,1,02904,OK,premise
47,ROOFTOP,15 N DAVIS ST,"15 N Davis St, Providence, RI 02908, USA",ChIJMyj-uRxF5IkREh5V9tGcpnE,"15 N DAVIS ST Providence, RI",41.835831,-71.4172969,1,02908,OK,premise
48,ROOFTOP,58 PINEHURST AVE,"58 Pinehurst Ave, Providence, RI 02908, USA",ChIJz7igS6pF5IkRdgIAUkTxa1k,"58 PINEHURST AVE Providence, RI",41.838897,-71.43271399999999,1,02908,OK,street_address
49,ROOFTOP,181 CORLISS ST,"181 Corliss St, Providence, RI 02904, USA",ChIJnTPXVOFE5IkRUZm5Mer2qSg,"181 CORLISS ST Providence, RI",41.8435322,-71.4118467,1,02904,OK,premise
50,ROOFTOP,753 CHARLES ST,"753 Charles St, Providence, RI 02904, USA",ChIJd8LuVPJE5IkRFQkUPbdoVxc,"753 CHARLES ST Providence, RI",41.85692179999999,-71.42091479999999,1,02904,OK,premise
51,ROOFTOP,20 RICHTER ST,"20 Richter St, Providence, RI 02908, USA",ChIJ9eW8ZgdF5IkRx1MtQ7xwHWQ,"20 RICHTER ST Providence, RI",41.83548400000001,-71.4294914,1,02908,OK,street_address
52,ROOFTOP,12 HUXLEY ST ,"12 Huxley Ave, Providence, RI 02908, USA",ChIJd_jt6KtF5IkRTspnzkyW8PY,"12 HUXLEY ST  Providence, RI",41.8384969,-71.43462099999999,1,02908,OK,street_address
53,ROOFTOP,806 BRANCH AVE ,"806 Branch Ave, Providence, RI 02904, USA",ChIJBQ7F-FhE5IkRvCOxn4UIDXo,"806 BRANCH AVE  Providence, RI",41.8543631,-71.4324907,1,02904,OK,premise
54,ROOFTOP,176 CAMDEN AVE,"176 Camden Ave, Providence, RI 02908, USA",ChIJr2x8SQBF5IkRDX7T1tTG3V8,"176 CAMDEN AVE Providence, RI",41.8400188,-71.42731570000001,1,02908,OK,premise
55,ROOFTOP,30 FERNANDO ST ,"30 Fernando St, Providence, RI 02908, USA",ChIJ4dFnHlZE5IkRX_nPyGr18XI,"30 FERNANDO ST  Providence, RI",41.8475903,-71.4300755,1,02908,OK,premise
56,ROOFTOP,61 STANSBURY ST,"61 Stansbury St, Providence, RI 02908, USA",ChIJz6zWj1dE5IkRd-HfG2KQUDk,"61 STANSBURY ST Providence, RI",41.8511984,-71.432014,1,02908,OK,premise
57,ROOFTOP,459 CHARLES ST,"459 Charles St, Providence, RI 02904, USA",ChIJq-UX3fpE5IkR1W8qK-kLdP8,"459 CHARLES ST Providence, RI",41.847796,-71.419411,1,02904,OK,street_address
58,ROOFTOP,31 CLYM ST,"31 Clym St, Providence, RI 02908, USA",ChIJO83xUP5E5IkR-OxKEuaZd7M,"31 CLYM ST Providence, RI",41.8431958,-71.4263417,1,02908,OK,premise
59,ROOFTOP,144 DEPINEDO ST,"144 De Pinedo St, Providence, RI 02904, USA",ChIJB1x4du1E5IkRRhI9Zu6sa8w,"144 DEPINEDO ST Providence, RI",41.8565631,-71.4169722,1,02904,OK,premise
60,ROOFTOP,211 GREELEY ST,"211 Greeley St, Providence, RI 02904, USA",ChIJAQ4Z8vNE5IkRcKrRUO7J5kM,"211 GREELEY ST Providence, RI",41.85608670000001,-71.4233268,1,02904,OK,premise
61,ROOFTOP,612 CHALKSTONE AVE,"612 Chalkstone Ave, Providence, RI 02908, USA",ChIJobpaHQdF5IkRbt-kEmD6DRQ,"612 CHALKSTONE AVE Providence, RI",41.8347524,-71.42701339999999,1,02908,OK,premise
62,ROOFTOP,47 JOB ST,"47 Job St, Providence, RI 02904, USA",ChIJ5zkhuO1E5IkRSjjfaVHOrVw,"47 JOB ST Providence, RI",41.8551929,-71.4158515,1,02904,OK,premise
63,ROOFTOP,318 HAWKINS ST,"318 Hawkins St, Providence, RI 02904, USA",ChIJwVUzMfBE5IkRhNx8WjGpkYs,"318 HAWKINS ST Providence, RI",41.8516377,-71.4191522,1,02904,OK,premise
64,ROOFTOP,72 GODDARD ST,"72 Goddard St, Providence, RI 02908, USA",ChIJQU11jARF5IkRM-I0HZ8d3b4,"72 GODDARD ST Providence, RI",41.8345144,-71.4206331,1,02908,OK,premise
65,ROOFTOP,331 SMITH ST,"331 Smith St, Providence, RI 02908, USA",ChIJs6eyQARF5IkRbx7U5CEG5w8,"331 SMITH ST Providence, RI",41.8342205,-71.4226705,1,02908,OK,street_address
66,ROOFTOP,88 VEAZIE ST,"88 Veazie St, Providence, RI 02908, USA",ChIJFdTGelZE5IkRvuD1LIbT3Ow,"88 VEAZIE ST Providence, RI",41.8475529,-71.43226709999999,1,02908,OK,premise
67,RANGE_INTERPOLATED,53 PROVIDENCE PL,"53 Providence Pl, Providence, RI 02903, USA",Eis1MyBQcm92aWRlbmNlIFBsLCBQcm92aWRlbmNlLCBSSSAwMjkwMywgVVNBIhoSGAoUChIJ114S1BFF5IkRL4k3qfeOacQQNQ,"53 PROVIDENCE PL Providence, RI",41.8275111,-71.4177796,1,02903,OK,street_address
68,ROOFTOP,385 WESTMINSTER ST,"385 Westminster St, Providence, RI 02903, USA",ChIJhSzR3xJF5IkR1IC1ityWTPQ,"385 WESTMINSTER ST Providence, RI",41.8213772,-71.41514,1,02903,OK,premise
69,ROOFTOP,25 MARSHALL ST,"25 Marshall St, Providence, RI 02909, USA",ChIJXbREeJ5F5IkRwYMhcwlpWsw,"25 MARSHALL ST Providence, RI",41.818297,-71.432301,1,02909,OK,street_address
70,ROOFTOP,231 ROOSEVELT ST,"231 Roosevelt St, Providence, RI 02909, USA",ChIJf0-AMYtF5IkRH0MHeG8KDyc,"231 ROOSEVELT ST Providence, RI",41.8104179,-71.4532893,1,02909,OK,premise
71,ROOFTOP,207 NEW YORK AVE,"207 New York Ave, Providence, RI 02905, USA",ChIJ992Q7PBP5IkRnhUcVqzdPR0,"207 NEW YORK AVE Providence, RI",41.7913362,-71.3959131,1,02905,OK,premise
72,ROOFTOP,51 WASHINGTON ST,"51 Washington St, Providence, RI 02903, USA",ChIJN-vrwxNF5IkRkkGVb2vdLzw,"51 WASHINGTON ST Providence, RI",41.8240457,-71.413992,1,02903,OK,street_address
73,ROOFTOP,95 CHESTNUT ST,"95 Chestnut St, Providence, RI 02903, USA",ChIJF7zSXmtF5IkRcOkyZxxe6KE,"95 CHESTNUT ST Providence, RI",41.8186712,-71.4118885,1,02903,OK,premise
74,ROOFTOP,1 PROVIDENCE PL,"1 Providence Pl, Providence, RI 02903, USA",ChIJof2oaRBF5IkRD2Kumm7L08M,"1 PROVIDENCE PL Providence, RI",41.8278238,-71.4162068,2,02903,OK,premise
75,ROOFTOP,10 WEYBOSSET ST,"10 Weybosset St, Providence, RI 02903, USA",ChIJXcyjYhZF5IkRYMQQIatJnzA,"10 WEYBOSSET ST Providence, RI",41.8245735,-71.40910989999999,1,02903,OK,premise
76,ROOFTOP,101 PINE ST,"McNulty Hall, 101 Pine St, Providence, RI 02903, USA",ChIJr1ulYRRF5IkRGOv3OHYImeI,"101 PINE ST Providence, RI",41.8217306,-71.4109653,1,02903,OK,premise
77,ROOFTOP,1 KENNEDY PLZ,"1 Kennedy Plaza, Providence, RI 02903, USA",ChIJO2VqqxZF5IkRBT4_Kwq2sjs,"1 KENNEDY PLZ Providence, RI",41.82464909999999,-71.41202129999999,1,02903,OK,street_address
78,ROOFTOP,144 PROVIDENCE PL,"144 Providence Pl, Providence, RI 02903, USA",ChIJe9NcUBBF5IkRhUi9y1X8Xak,"144 PROVIDENCE PL Providence, RI",41.827953,-71.415696,1,02903,OK,street_address
79,GEOMETRIC_CENTER,CUSTOM HOUSE ST & WEYBOSSET ST,"Custom House St, Portland, ME 04101, USA",ChIJce4Lf0CcskwRJatcma9i3Ek,"CUSTOM HOUSE ST & WEYBOSSET ST Providence, RI",43.6574242,-70.25111489999999,4,04101,OK,route
80,ROOFTOP,5 MEMORIAL BLVD,"5 Memorial Blvd, Providence, RI 02903, USA",ChIJKTiscxFF5IkRR9PmUeYW-Eo,"5 MEMORIAL BLVD Providence, RI",41.8258706,-71.414555,1,02903,OK,street_address
81,GEOMETRIC_CENTER,2 REGENCY PLZ,"One Regency Plaza, Providence, RI 02903, United States",ChIJvauoXA1F5IkRKYE6vEIgsLo,"2 REGENCY PLZ Providence, RI",41.821551,-71.418752,1,02903,OK,"establishment,point_of_interest"
82,ROOFTOP,42 LANCASHIRE ,"42 Lancashire St, Providence, RI 02908, USA",ChIJnTZcyFdE5IkRgfiO7LLxYas,"42 LANCASHIRE  Providence, RI",41.8497735,-71.43127419999999,1,02908,OK,premise
83,ROOFTOP,225 LANGDON ST,"225 Langdon St, Providence, RI 02904, USA",ChIJYxounPRE5IkRW-cE8FsCNQg,"225 LANGDON ST Providence, RI",41.8585597,-71.4242081,1,02904,OK,premise
84,ROOFTOP,299 CARPENTER ST,"299 Carpenter St, Providence, RI 02909, USA",ChIJwf_F-nVF5IkRQXZGCaAf-0Q,"299 CARPENTER ST Providence, RI",41.81819369999999,-71.4292935,1,02909,OK,street_address
85,ROOFTOP,179 LEDGE ST,"179 Ledge St, Providence, RI 02904, USA",ChIJ1XkUnO5E5IkRj3cIFE2dhs8,"179 LEDGE ST Providence, RI",41.8533421,-71.41405610000001,1,02904,OK,premise
86,ROOFTOP,31 WISDOM AVE,"31 Wisdom Ave, Providence, RI 02908, USA",ChIJ91kPuLxF5IkRHXioDmxzhIQ,"31 WISDOM AVE Providence, RI",41.8283567,-71.4426008,1,02908,OK,street_address
87,ROOFTOP,32 HAMILTON ST,"32 Hamilton St, Providence, RI 02907, USA",ChIJg7cF9X1F5IkRiKfNcHUTZVE,"32 HAMILTON ST Providence, RI",41.80229800000001,-71.4226707,1,02907,OK,premise
88,ROOFTOP,151 BROADWAY WAY ,"151 Broadway, Providence, RI 02903, USA",ChIJk6jyyQxF5IkR2Ka2gMzpaPc,"151 BROADWAY WAY  Providence, RI",41.8216838,-71.4223604,1,02903,OK,premise
89,ROOFTOP,50 PARK ROW,"50 Park Row W, Providence, RI 02903, USA",ChIJ-X3lsxBF5IkRszqn6uIPZoo,"50 PARK ROW Providence, RI",41.8287336,-71.4122177,1,02903,OK,premise
90,ROOFTOP,59 KEENE ST,"59 Keene St, Providence, RI 02906, USA",ChIJZYNVzSNF5IkRrBGW2vVkmbY,"59 KEENE ST Providence, RI",41.831957,-71.4032048,1,02906,OK,street_address
91,ROOFTOP,29 SANDRINGHAM AVE,"29 Sandringham Ave, Providence, RI 02908, USA",ChIJ_dV381NE5IkRCm1Pg97br78,"29 SANDRINGHAM AVE Providence, RI",41.8466284,-71.4363343,1,02908,OK,premise
92,ROOFTOP,73 HEALTH AVE,"73 Health Ave, Providence, RI 02908, USA",ChIJz8hAN6NF5IkRT-_VGBDZ0gk,"73 HEALTH AVE Providence, RI",41.8279003,-71.441028,1,02908,OK,premise
93,GEOMETRIC_CENTER,SOUTH WATER STREET ,"S Water St, Providence, RI 02903, USA",ChIJteQ2sT9F5IkR-_yQoPrzrZQ,"SOUTH WATER STREET  Providence, RI",41.8202174,-71.4039536,1,02903,OK,route
94,ROOFTOP,110 ERASTUS ST,"110 Erastus St, Providence, RI 02908, USA",ChIJMTx9y79F5IkRFxRPA-XA8Ws,"110 ERASTUS ST Providence, RI",41.8270032,-71.45085809999999,1,02908,OK,premise
95,ROOFTOP,62 DOYLE AVE,"62 Doyle Ave, Providence, RI 02906, USA",ChIJ2y9vCeBE5IkRA_WZycx5EmE,"62 DOYLE AVE Providence, RI",41.8387359,-71.40643039999999,1,02906,OK,premise
96,ROOFTOP,26 MANHATTAN ST,"26 Manhattan St, Providence, RI 02904, USA",ChIJoWq_a_RE5IkRwHL4AP5bqmw,"26 MANHATTAN ST Providence, RI",41.8568843,-71.4251821,1,02904,OK,premise
97,GEOMETRIC_CENTER,CLIFFORD ST ,"Clifford St, Providence, RI 02903, USA",ChIJZyqQyBRF5IkR1x2mHDkn5Eg,"CLIFFORD ST  Providence, RI",41.8188124,-71.4114948,1,02903,OK,route
98,ROOFTOP,143 RADCLIFFE AVE,"143 Radcliffe Ave, Providence, RI 02908, USA",ChIJyUGLoapF5IkRYmbttsCUct8,"143 RADCLIFFE AVE Providence, RI",41.8407854,-71.4303089,1,02908,OK,premise
99,ROOFTOP,61 HOPE ST,"61 Hope St, Providence, RI 02906, USA",ChIJG3GbwTlF5IkRp-jqJh9ONKk,"61 HOPE ST Providence, RI",41.82032280000001,-71.3954856,1,02906,OK,premise
100,ROOFTOP,42 TOBEY ST,"42 Tobey St, Providence, RI 02909, USA",ChIJQ7oTsJ5F5IkR9BLK9a_4YW4,"42 TOBEY ST Providence, RI",41.8193376,-71.43519289999999,1,02909,OK,premise
101,ROOFTOP,515 DOUGLAS AVE,"515 Douglas Ave, Providence, RI 02908, USA",ChIJMUKUDv9E5IkR3uUJPE_AocE,"515 DOUGLAS AVE Providence, RI",41.8443002,-71.4280115,1,02908,OK,premise
102,GEOMETRIC_CENTER,CHALKSTONE AVE & DOUGLAS AVE,"Chalkstone Ave, Providence, RI, USA",ChIJdzMxm69F5IkRFM5IhAG4zqs,"CHALKSTONE AVE & DOUGLAS AVE Providence, RI",41.8322912,-71.4417437,1,,OK,route
103,ROOFTOP,99 WILLOW ST,"99 Willow St, Providence, RI 02909, USA",ChIJReuLU5tF5IkReEKa8J9roOE,"99 WILLOW ST Providence, RI",41.814266,-71.436263,1,02909,OK,street_address
104,GEOMETRIC_CENTER,SASSAFRAS ST & BROAD ST,"Sassafras St, San Diego, CA, USA",ChIJ1568gTSr3oARXh-DwKs4HbM,"SASSAFRAS ST & BROAD ST Providence, RI",32.7368754,-117.1767565,1,,OK,route
105,ROOFTOP,205 FEDERAL ST,"205 Federal St, Providence, RI 02903, USA",ChIJFQEPRnVF5IkRfxiHoXa-tjM,"205 FEDERAL ST Providence, RI",41.8217712,-71.42880199999999,1,02903,OK,premise
106,ROOFTOP,25 RYE ST,"25 Rye St, Providence, RI 02909, USA",ChIJeYuOVvNF5IkR556OolxztBU,"25 RYE ST Providence, RI",41.812397,-71.4541241,1,02909,OK,premise
107,ROOFTOP,201 CLARENCE ST,"201 Clarence St, Providence, RI 02909, USA",ChIJTZMEB4tF5IkRUe_J3g48jmc,"201 CLARENCE ST Providence, RI",41.80971539999999,-71.45087749999999,1,02909,OK,premise
108,ROOFTOP,80 MEDWAY ST,"80 Medway St, Providence, RI 02906, USA",ChIJ68lLwC5F5IkRjaUtsytwWtU,"80 MEDWAY ST Providence, RI",41.829265,-71.3900134,1,02906,OK,premise
109,ROOFTOP,365 ATWELLS AVE,"365 Atwells Ave, Providence, RI 02903, USA",ChIJmdMlnApF5IkR-7siSxvFT3Q,"365 ATWELLS AVE Providence, RI",41.8240866,-71.4297382,1,02903,OK,premise
110,ROOFTOP,49 ROME AVE,"49 Rome Ave, Providence, RI 02908, USA",ChIJMc50LUxE5IkRKxTa_GTPUCk,"49 ROME AVE Providence, RI",41.8486004,-71.4449525,1,02908,OK,premise
111,ROOFTOP,76 HUBER AVE,"76 Huber Ave, Providence, RI 02909, USA",ChIJ8fddNNtF5IkRXJbUmQgZqEE,"76 HUBER AVE Providence, RI",41.834835,-71.4657652,1,02909,OK,premise
112,ROOFTOP,26 MYRA ST,"26 Myra St, Providence, RI 02909, USA",ChIJXQglcvpF5IkRdBIZbI0Sa2M,"26 MYRA ST Providence, RI",41.8157207,-71.4661826,1,02909,OK,premise
113,ROOFTOP,185 CANTON ST,"185 Canton St, Providence, RI 02908, USA",ChIJZyzFqbpF5IkR1bVHT1PgU34,"185 CANTON ST Providence, RI",41.8342253,-71.44229709999999,1,02908,OK,premise
114,ROOFTOP,141 OCEAN ST,"141 Ocean St, Providence, RI 02905, USA",ChIJsdtjo2FF5IkRUgYCJcnOBPU,"141 OCEAN ST Providence, RI",41.8020019,-71.4102928,1,02905,OK,premise
115,,RIVER AVE & ADMIRAL ST,,,"RIVER AVE & ADMIRAL ST Providence, RI",,,0,,ZERO_RESULTS,
116,ROOFTOP,171 CANTON ST,"171 Canton St, Providence, RI 02908, USA",ChIJkUJWrrpF5IkRekXruaPJA7E,"171 CANTON ST Providence, RI",41.8338202,-71.44234349999999,1,02908,OK,premise
117,ROOFTOP,11 MADELINE DR ,"11 Madeline Dr, Riverside, RI 02915, USA",ChIJXTVCjJ9a5IkRJYeSyS9GIQw,"11 MADELINE DR  Providence, RI",41.79278499999999,-71.358204,1,02915,OK,premise
118,ROOFTOP,255 CYPRESS ST,"255 Cypress St, Providence, RI 02906, USA",ChIJ51rkb9lE5IkR7aFANlHF-Qk,"255 CYPRESS ST Providence, RI",41.840652,-71.398055,1,02906,OK,street_address
